Id,Prediction
355,7454920.5
356,6070880.0
357,4608594.5
358,5319470.5
359,5505454.5
360,5163313.5
361,3997195.8
362,4062361.2
363,5266543.0
364,4813583.0
365,4318613.0
366,2581595.8
367,3691759.0
368,3513757.0
369,5438603.0
370,4094176.0
371,3581749.0
372,5156382.5
373,3365502.2
374,3901924.2
375,5912495.5
376,3739666.5
377,4633622.5
378,3519677.0
379,5707175.0
380,4545081.0
381,3539871.0
382,3391486.2
383,5738157.0
384,4040689.2
385,6424235.0
386,2103127.2
387,4197733.0
388,4545071.0
389,4787960.5
390,5553702.5
391,2740750.2
392,2885383.5
393,6894287.0
394,5576265.0
395,1387518.6
396,4352652.0
397,5490124.5
398,6363544.0
399,4477238.5
400,3809309.5
401,3627247.0
402,3653344.8
403,3650827.5
404,3231201.0
405,3856408.0
406,4464901.5
407,3306946.0
408,2515554.2
409,3746667.8
410,4180170.8
411,3278214.8
412,4062123.5
413,2874959.8
414,6053466.5
415,3490084.5
416,4805695.5
417,2326269.5
418,3402635.0
419,2929421.8
420,4452896.0
421,4906338.0
422,5730796.5
423,4406820.5
424,4780386.5
425,4841373.5
426,4142336.2
427,3960454.8
428,5480178.5
429,3730372.0
430,3587085.2
431,4139328.2
432,2168561.2
433,3915153.8
434,3526965.5
435,6362293.0
436,3726316.8
437,3612755.8
438,4965095.0
439,5656305.5
440,4830476.0
441,5550960.5
442,4406984.5
443,4430983.0
444,4866297.0
445,3939201.0
446,4522408.0
447,3969682.2
448,4044424.0
449,6184911.0
450,5941724.0
451,3830413.0
452,3256516.8
453,6428648.5
454,2767177.5
455,3800641.8
456,2980686.0
457,4118744.0
458,3917846.5
459,3529935.2
460,5540297.0
461,4751176.0
462,7184009.0
463,2510607.0
464,3991048.8
465,4406442.0
466,3390844.8
467,3489510.5
468,3370208.0
469,4859068.0
470,3936022.5
471,4111428.5
472,3883908.5
473,5159159.0
474,5487436.0
475,3953788.0
476,3587491.5
477,7756550.5
478,3757649.5
479,2492484.2
480,3666667.5
481,7155014.5
482,3871213.8
483,5362304.5
484,4562648.0
485,3240539.0
486,3930327.5
487,4764782.0
488,4716302.5
489,4276982.5
490,4401445.0
491,3698718.0
492,6323712.5
493,5185311.0
494,3855711.0
495,4971348.0
496,6161281.0
497,4228725.5
498,3899268.5
499,3943456.8
500,4279169.5
501,2456839.8
502,4554658.0
503,4621071.0
504,3176567.2
505,3170115.0
506,3286580.5
507,5196800.0
508,3480748.8
509,4190193.5
510,6253087.0
511,5557728.0
512,2558386.5
513,4048743.5
514,3353171.5
515,2519714.2
516,4560189.0
517,4174115.5
518,3688086.0
519,4576734.5
520,3233385.8
521,6148013.0
522,6779412.5
523,5744828.5
524,4420927.0
525,4113843.8
526,3006473.8
527,5424648.0
528,5403926.5
529,4252608.0
530,3745783.2
531,4675075.5
532,3946857.8
533,3740356.2
534,5814490.5
535,4568511.5
536,4832980.0
537,3214787.5
538,4229431.0
539,5286370.5
540,4251302.5
541,2840537.0
542,3968514.8
543,4283118.0
544,4843755.0
545,4017747.5
546,3077605.5
547,4543440.0
548,3837739.0
549,3946894.8
550,4832622.0
551,4443599.5
552,4324360.0
553,3888574.5
554,4423175.5
555,3933920.2
556,3984740.8
557,5439962.5
558,5986625.0
559,4329782.5
560,4032434.0
561,5975280.5
562,2074274.1
563,4611227.5
564,3453801.5
565,4993492.0
566,3525541.0
567,7172100.5
568,4314583.0
569,3914040.8
570,5463861.5
571,4146954.8
572,3622039.2
573,5055259.0
574,4182029.0
575,4335812.0
576,5552865.0
577,4064086.5
578,4106231.8
579,4235025.5
580,2602432.0
581,4039161.2
582,5907517.5
583,4474129.0
584,4012065.5
585,3835844.0
586,3829048.2
587,3203441.8
588,7457435.0
589,5741845.5
590,3725952.2
591,3912787.8
592,4462157.5
593,2259659.5
594,4243757.0
595,3707917.2
596,2591120.2
597,3046111.5
598,3803265.0
599,5545475.0
600,8184772.5
601,5286491.0
602,4237918.5
603,2565125.2
604,2388670.0
605,3123196.0
606,3355711.8
607,3876169.0
608,2503296.2
609,5738301.0
610,6351720.5
611,1969043.6
612,5191560.0
613,3361124.0
614,4454071.5
615,4558447.0
616,7158021.5
617,5478784.5
618,7517082.5
619,4051078.0
620,3575384.2
621,4814714.5
622,4630140.5
623,5728755.0
624,2404406.2
625,4857232.5
626,4452766.5
627,5054680.0
628,3628375.2
629,3273503.2
630,15386901.0
631,5886806.0
632,4972087.5
633,4340182.5
634,2929818.0
635,3459381.5
636,4955125.0
637,4540437.0
638,4897834.5
639,4957855.5
640,5696840.0
641,5889793.0
642,2731278.2
643,6925830.0
644,5608887.5
645,3436763.2
646,4433810.5
647,3952006.2
648,3900656.8
649,2981849.0
650,2913902.8
651,4936651.0
652,5466652.0
653,5141859.5
654,4173350.8
655,5518200.5
656,3769228.8
657,3978296.2
658,5546794.0
659,4061502.8
660,12456215.0
661,4717072.0
662,4005940.0
663,4631325.5
664,4610773.5
665,3655142.8
666,5718077.0
667,2730410.5
668,3433698.5
669,4723640.0
670,13264132.0
671,5448410.0
672,3183197.0
673,3888374.2
674,3673600.0
675,2700244.2
676,4390652.0
677,3630375.8
678,3916040.5
679,5011319.5
680,3804384.0
681,4257548.5
682,3376676.8
683,4307146.5
684,4228702.0
685,5060739.0
686,2596982.5
687,3591473.8
688,3490831.2
689,3954030.0
690,3333550.0
691,3222904.8
692,2232194.8
693,3039543.5
694,3819265.5
695,2973838.0
696,4328779.5
697,7086026.0
698,4327241.5
699,2367983.2
700,5313078.5
701,4033800.8
702,3436158.8
703,4722004.0
704,3376188.0
705,4648054.0
706,6261423.0
707,4166434.5
708,4805818.5
709,4036999.0
710,6357230.5
711,3963273.2
712,3694189.0
713,3998861.0
714,3892064.2
715,2713820.8
716,3946804.8
717,5164895.5
718,5752987.0
719,5966554.0
720,3660309.2
721,5927211.0
722,6477684.0
723,2228555.8
724,4899499.5
725,3981032.5
726,2358679.5
727,3234251.0
728,3012234.8
729,3675944.0
730,3301695.0
731,4139627.5
732,3864081.2
733,5822002.5
734,4736934.5
735,3448744.2
736,2794262.2
737,4765719.0
738,3054245.0
739,3389098.8
740,4499535.0
741,3806561.5
742,3539227.8
743,4512005.5
744,3776540.8
745,5763086.0
746,3350054.5
747,4833121.0
748,5015556.0
749,3799417.5
750,4522408.0
751,3229951.8
752,2746165.0
753,1680362.1
754,3757106.8
755,3504878.0
756,3639393.2
757,4065825.8
758,3261361.8
759,6844737.0
760,3984148.0
761,4095304.8
762,2797828.5
763,3909868.0
764,6349312.0
765,15653781.0
766,4085181.8
767,2917692.2
768,4085382.8
769,4404160.5
770,3556113.5
771,3836221.0
772,4481675.5
773,3723318.5
774,4918296.0
775,4049048.0
776,4437516.5
777,5405129.5
778,3765843.5
779,3763175.2
780,2437609.5
781,4812854.0
782,6030078.5
783,3033012.5
784,4600145.0
785,3769666.2
786,15173523.0
787,5337748.5
788,4870028.0
789,4199848.0
790,4510749.0
791,4452766.5
792,2828901.2
793,3214241.2
794,3847029.5
795,6112744.5
796,2330000.8
797,2381721.8
798,3502374.2
799,6061864.0
800,5989152.5
801,3987141.8
802,5497773.5
803,3987395.0
804,3060620.2
805,2834780.8
806,3743245.0
807,4293268.5
808,3724648.0
809,2065546.2
810,4023584.5
811,3308786.2
812,6646911.0
813,5889454.0
814,2340629.0
815,4275499.0
816,3669421.8
817,2449278.0
818,4115569.5
819,2261259.0
820,4020521.5
821,4267692.5
822,4900806.0
823,4021951.0
824,4285603.5
825,4929893.5
826,4429048.0
827,2467155.0
828,3943496.5
829,3827245.8
830,5011977.5
831,3495391.8
832,4079863.0
833,5280860.5
834,5489453.0
835,2348564.2
836,2264650.5
837,4904220.0
838,4884202.5
839,2178277.8
840,3265843.5
841,2232557.5
842,7329169.0
843,4450576.5
844,4495737.0
845,5218884.5
846,5639046.0
847,4641030.5
848,3403089.8
849,3652080.5
850,3657036.8
851,4346041.0
852,12648796.0
853,3326853.5
854,3498383.2
855,4192944.0
856,15597233.0
857,4431046.5
858,3603336.8
859,5936894.0
860,3243335.8
861,6356497.5
862,3309639.5
863,4209896.5
864,5331332.0
865,5039630.0
866,5019576.5
867,2073023.9
868,4793488.0
869,5356645.5
870,1877810.1
871,4537089.5
872,4947835.0
873,3804054.8
874,4819043.5
875,2699707.5
876,2618079.8
877,5557728.0
878,3529571.2
879,5600366.5
880,3516200.2
881,3151600.5
882,6890705.5
883,4848533.0
884,4512735.0
885,4389001.0
886,3602263.5
887,5197536.0
888,2706286.0
889,5580136.0
890,2623501.2
891,4912665.0
892,4993693.0
893,3880003.0
894,5934054.0
895,4283996.5
896,4592842.0
897,4660796.0
898,4145569.8
899,5850681.0
900,4006625.5
901,8916867.0
902,4746681.5
903,3752683.5
904,2429492.2
905,4682088.5
906,2875979.8
907,3934355.0
908,4509940.5
909,3661378.0
910,4623454.0
911,5459314.5
912,3639393.2
913,3709995.5
914,4672560.0
915,5077378.0
916,1839815.4
917,4800041.0
918,2797361.2
919,5139383.5
920,3730141.0
921,2676726.8
922,4769721.0
923,3665566.8
924,4832834.0
925,5662004.5
926,5543945.0
927,2964826.8
928,6767777.0
929,3663977.8
930,4008279.0
931,2248389.8
932,4751176.0
933,5361441.0
934,5136882.0
935,4002572.8
936,2276611.2
937,5895694.0
938,4617845.5
939,6270807.0
940,5578735.5
941,3285589.0
942,4460924.5
943,5715474.5
944,4806453.5
945,1946764.9
946,5124254.5
947,3695522.8
948,4464834.0
949,3420587.2
950,6740646.5
951,3292890.2
952,3012588.2
953,3874031.8
954,6925533.0
955,4817844.5
956,12358308.0
957,7323181.5
958,5456616.0
959,4548795.5
960,4673266.5
961,5424535.5
962,5060221.0
963,7562217.5
964,5790787.0
965,3347502.5
966,6706298.5
967,7255651.0
968,4241374.5
969,2537449.0
970,3505929.8
971,4895843.0
972,3164055.5
973,2761192.8
974,4298596.0
975,3943777.2
976,2616100.5
977,4621883.0
978,4079890.5
979,5846364.5
980,4781519.0
981,1803272.5
982,4350073.0
983,5509218.0
984,15403586.0
985,3696943.5
986,2386899.2
987,5194715.0
988,4778409.0
989,4897353.0
990,4479681.5
991,2289392.5
992,14497285.0
993,7124908.5
994,12179125.0
995,2594280.0
996,4044956.8
997,6341306.0
998,6876738.0
999,5308576.5
1000,6002779.5
1001,4442086.0
1002,4345909.0
1003,5832792.0
1004,5126092.0
1005,4184533.0
1006,6214508.5
1007,3866711.8
1008,2565392.0
1009,3340019.5
1010,4430226.0
1011,7037847.0
1012,3833065.8
1013,4789138.5
1014,4748108.5
1015,4156201.0
1016,6326064.0
1017,5806166.0
1018,4110288.0
1019,4542120.5
1020,4468202.0
1021,4085045.2
1022,6253125.0
1023,2432060.2
1024,4132158.8
1025,5490073.5
1026,5031963.5
1027,4571477.5
1028,5034227.0
1029,2732982.8
1030,7569246.0
1031,4180395.0
1032,3100103.8
1033,4550774.0
1034,3987874.2
1035,3566543.5
1036,4446697.0
1037,4011961.2
1038,5312232.0
1039,4644147.0
1040,3506105.5
1041,2884177.0
1042,1794100.4
1043,4990633.0
1044,4552577.5
1045,4872740.0
1046,4246343.5
1047,6192923.0
1048,2766822.5
1049,5222374.0
1050,5521956.5
1051,3850966.0
1052,4976902.5
1053,3575817.5
1054,5840544.0
1055,2569690.8
1056,6271855.0
1057,6323778.0
1058,2528554.2
1059,4688373.5
1060,4455595.5
1061,4189410.5
1062,6995755.5
1063,5582549.5
1064,4863052.0
1065,3701723.0
1066,12340390.0
1067,3913562.2
1068,5143865.5
1069,4729134.5
1070,3966915.8
1071,3510830.8
1072,4307146.5
1073,7969485.5
1074,7786982.0
1075,3578328.8
1076,5408568.0
1077,3552283.5
1078,3444450.0
1079,6631618.5
1080,6224806.5
1081,3380543.0
1082,3559603.2
1083,6115897.5
1084,3243131.2
1085,1949259.4
1086,4650830.5
1087,3925527.0
1088,4176898.2
1089,3593162.2
1090,5049305.0
1091,3267027.8
1092,4403393.0
1093,3868931.8
1094,8235920.0
1095,4806791.0
1096,1666812.1
1097,5306031.0
1098,2763494.2
1099,5014892.5
1100,5716215.5
1101,4590680.5
1102,4854881.5
1103,5883996.0
1104,4335317.5
1105,4283359.5
1106,6476310.0
1107,4946843.0
1108,3613069.8
1109,4728884.0
1110,6138247.0
1111,6036845.0
1112,3344076.0
1113,3690349.8
1114,3958356.0
1115,2651256.8
1116,2096249.9
1117,5370897.0
1118,6407719.5
1119,3545929.8
1120,3941225.5
1121,2063394.6
1122,5093770.5
1123,1911061.1
1124,3166590.2
1125,5311326.0
1126,4594240.5
1127,3029311.5
1128,6156895.0
1129,3724007.0
1130,3977429.5
1131,7378114.0
1132,3923497.0
1133,3220639.5
1134,4637943.5
1135,3275003.2
1136,4391345.0
1137,3119296.0
1138,6598438.5
1139,5534660.5
1140,3974612.0
1141,5019922.0
1142,4395953.0
1143,4688170.0
1144,3136098.2
1145,5597120.0
1146,5128941.0
1147,8376301.0
1148,4284521.0
1149,3864673.8
1150,4515737.5
1151,1367279.1
1152,5775136.0
1153,4407787.5
1154,7529012.0
1155,3572222.5
1156,4070115.0
1157,4994894.5
1158,4363893.0
1159,3794277.0
1160,4139467.0
1161,5258911.0
1162,4951918.5
1163,3238988.8
1164,3905455.8
1165,3927831.5
1166,4421924.0
1167,6334921.0
1168,2431307.2
1169,6694278.5
1170,4161099.2
1171,3217164.2
1172,1832078.5
1173,15332639.0
1174,3757106.8
1175,4264823.0
1176,5127133.0
1177,4604502.0
1178,4461179.5
1179,5279834.0
1180,4118877.0
1181,4498774.5
1182,7303120.0
1183,2484555.0
1184,4197295.0
1185,2875349.2
1186,4802249.0
1187,2760123.2
1188,4603716.5
1189,3935682.2
1190,6477033.0
1191,3715530.8
1192,3487446.0
1193,3057471.5
1194,3844332.8
1195,5049643.0
1196,3849806.8
1197,3377485.0
1198,3779525.0
1199,6561054.5
1200,12914604.0
1201,5484160.5
1202,2557031.8
1203,4110293.5
1204,3416344.5
1205,2307919.0
1206,5169565.0
1207,4736995.0
1208,4403585.0
1209,3982325.5
1210,4185371.2
1211,2597990.8
1212,4379196.0
1213,6185959.5
1214,5408502.5
1215,2573268.8
1216,5511491.0
1217,3194646.8
1218,2929421.8
1219,5266906.0
1220,3390734.0
1221,5129678.0
1222,4475893.0
1223,5369742.5
1224,5418177.0
1225,5668718.5
1226,5389794.0
1227,4519017.0
1228,3874916.0
1229,4080559.0
1230,3778159.0
1231,4674108.0
1232,3304072.8
1233,5638751.0
1234,12713866.0
1235,3595389.5
1236,4715138.0
1237,3379243.5
1238,3901897.8
1239,4574196.5
1240,3816654.5
1241,3720444.8
1242,5428938.5
1243,5521482.5
1244,6340586.5
1245,3407381.8
1246,3536158.0
1247,4532623.0
1248,1454173.6
1249,4890228.5
1250,3231598.2
1251,5816945.5
1252,3812847.5
1253,5308145.0
1254,4052646.0
1255,4018794.8
1256,3843653.8
1257,3454096.8
1258,6433546.5
1259,3268866.5
1260,4582634.0
1261,6064367.0
1262,5452671.5
1263,2287218.0
1264,4178482.0
1265,3855838.0
1266,3698810.2
1267,5115586.5
1268,3258733.5
1269,4027391.5
1270,3720854.2
1271,5718279.5
1272,4347040.0
1273,3488628.2
1274,3196157.0
1275,6155184.0
1276,2870754.8
1277,3844559.0
1278,5172543.5
1279,3757106.8
1280,4184018.0
1281,4863365.5
1282,4368923.5
1283,2036721.5
1284,4931008.5
1285,6977985.0
1286,1954674.2
1287,2922649.8
1288,2979126.8
1289,2326269.5
1290,3470947.0
1291,2821359.8
1292,15439151.0
1293,5420127.0
1294,4697408.0
1295,3841114.8
1296,6216274.5
1297,4377405.0
1298,2063304.9
1299,5050039.0
1300,4468456.0
1301,3689714.0
1302,5229276.5
1303,4312255.5
1304,2454189.5
1305,4127252.2
1306,4749500.0
1307,4896028.0
1308,7923123.5
1309,2785410.5
1310,6620283.5
1311,5378398.5
1312,3268319.0
1313,4534406.0
1314,3607474.2
1315,4377164.0
1316,4618572.0
1317,5547328.5
1318,4616384.5
1319,5678078.0
1320,6979239.5
1321,4243662.0
1322,6809138.5
1323,3885384.2
1324,6083356.5
1325,3429749.2
1326,3371941.8
1327,5057241.5
1328,4378591.0
1329,4517827.5
1330,4423634.0
1331,4050058.0
1332,5444056.5
1333,2429562.0
1334,4044911.8
1335,2304951.8
1336,1786011.4
1337,3889611.8
1338,1820722.2
1339,1876270.4
1340,4062469.8
1341,5112786.5
1342,3083016.8
1343,2075841.0
1344,13201449.0
1345,3019290.2
1346,4008654.2
1347,3074577.2
1348,3863119.5
1349,3916596.5
1350,4047578.5
1351,15799103.0
1352,3736293.0
1353,4953480.5
1354,3429182.5
1355,2376964.8
1356,4647880.0
1357,3424440.8
1358,6054465.0
1359,3453217.5
1360,3952228.8
1361,7456907.5
1362,5350647.0
1363,5922644.5
1364,3927733.8
1365,5237281.5
1366,1912371.4
1367,3483149.8
1368,3931079.5
1369,4739310.5
1370,3820195.8
1371,4841389.0
1372,16010584.0
1373,4388544.5
1374,3988830.8
1375,5163313.5
1376,3640491.2
1377,3907850.5
1378,3521641.2
1379,3543619.5
1380,2254594.0
1381,12474490.0
1382,3617796.0
1383,7165300.5
1384,2401360.0
1385,4059551.0
1386,4903789.0
1387,3366405.5
1388,4678505.5
1389,2670668.8
1390,5725009.0
1391,3851680.5
1392,4191217.5
1393,4310004.5
1394,6082444.5
1395,3377566.0
1396,4102852.8
1397,4599348.0
1398,5709166.0
1399,3823450.0
1400,2703689.2
1401,5532784.5
1402,3186135.8
1403,3701530.0
1404,4543910.0
1405,4660088.0
1406,4051124.0
1407,12311422.0
1408,3425568.5
1409,4819620.5
1410,2943642.2
1411,5325123.5
1412,4436669.0
1413,4273986.0
1414,4017758.8
1415,4633128.5
1416,3573927.0
1417,3632209.8
1418,3553884.5
1419,7172821.0
1420,6514230.5
1421,3878656.8
1422,2840590.2
1423,6249421.0
1424,4911517.5
1425,7040286.0
1426,2183414.8
1427,4180885.5
1428,3422783.8
1429,3726729.0
1430,4508727.5
1431,3924590.5
1432,6446035.0
1433,4797831.0
1434,3286922.0
1435,4799622.5
1436,3751564.2
1437,4052237.5
1438,2207230.2
1439,4489132.0
1440,7027975.0
1441,4469209.0
1442,1985364.9
1443,5511491.0
1444,5078436.5
1445,4856878.0
1446,7405282.5
1447,4665721.5
1448,3551566.0
1449,12205623.0
1450,4239910.5
1451,3816788.0
1452,5242799.0
1453,3704061.5
1454,6189011.0
1455,3877961.5
1456,5331774.5
1457,4454470.5
1458,6458359.0
1459,2702611.0
1460,6542370.0
1461,4108087.5
1462,4161731.5
1463,4755256.0
1464,4012437.2
1465,2380129.2
1466,3607472.2
1467,4624269.5
1468,4403969.5
1469,5813275.5
1470,4944657.5
1471,3152092.2
1472,4843202.0
1473,3524912.5
1474,5242319.0
1475,3638222.0
1476,4673910.5
1477,6176350.0
1478,2533774.5
1479,5306544.5
1480,4936172.0
1481,3270525.5
1482,2618359.8
1483,4282348.0
1484,7036391.5
1485,5373975.5
1486,4443045.0
1487,15197315.0
1488,3983452.5
1489,4783641.5
1490,2318513.5
1491,4316024.0
1492,3942355.2
1493,4127676.2
1494,13893007.0
1495,4223412.5
1496,5898067.0
1497,2487637.5
1498,2125426.5
1499,5746353.5
1500,4413705.0
1501,3039067.2
1502,5818098.0
1503,6657234.0
1504,4801787.0
1505,6291613.5
1506,3693634.5
1507,3603267.0
1508,3344694.2
1509,4829643.0
1510,4234667.5
1511,4894593.5
1512,4912625.0
1513,6377171.5
1514,4791191.5
1515,3458094.8
1516,8211257.0
1517,5356447.0
1518,4757295.5
1519,12934674.0
1520,5149112.0
1521,3534642.8
1522,6298229.5
1523,5627313.5
1524,4337149.0
1525,3232000.5
1526,4688966.5
1527,5992542.5
1528,4008035.0
1529,6273232.5
1530,4525030.0
1531,4919438.0
1532,2784524.0
1533,3806778.2
1534,3924669.8
1535,4147544.8
1536,5711110.5
1537,5100322.5
1538,4417604.0
1539,6508436.5
1540,4715138.0
1541,3875348.5
1542,5781436.0
1543,4406490.5
1544,5121716.5
1545,2599175.2
1546,2772772.0
1547,3551950.0
1548,5600941.5
1549,3780995.0
1550,4054298.8
1551,6974840.0
1552,4650765.0
1553,4705828.0
1554,2960422.0
1555,5573811.5
1556,3817629.0
1557,4364183.0
1558,3625560.8
1559,4102852.8
1560,5522501.5
1561,7435354.0
1562,1782690.1
1563,3712092.2
1564,6068087.0
1565,5906491.5
1566,3538944.8
1567,2533502.5
1568,1805595.1
1569,4031291.2
1570,3655822.8
1571,4691676.0
1572,7479443.5
1573,4983642.0
1574,3895708.5
1575,6263873.0
1576,2107029.5
1577,3367874.5
1578,3403040.2
1579,5024171.0
1580,2868428.2
1581,5124896.5
1582,3797312.8
1583,3985316.2
1584,5421734.0
1585,3755270.8
1586,2678821.2
1587,4804854.5
1588,5499322.0
1589,4551125.0
1590,3150157.0
1591,2233500.8
1592,3610572.0
1593,4841247.0
1594,3935990.5
1595,4440431.5
1596,3502698.8
1597,4020829.0
1598,3413268.8
1599,3850488.5
1600,5657107.0
1601,3561073.8
1602,3759429.0
1603,2655803.8
1604,6130503.5
1605,3564974.8
1606,4606836.0
1607,6192077.5
1608,5893162.5
1609,3620560.2
1610,6798698.0
1611,5113610.5
1612,4008342.5
1613,3782798.0
1614,3257146.8
1615,5276740.0
1616,3822298.2
1617,4969231.0
1618,5008260.0
1619,14517121.0
1620,4906678.0
1621,5247155.5
1622,3710491.8
1623,3377133.5
1624,4341402.5
1625,5570468.5
1626,4236522.0
1627,5611679.5
1628,7079862.5
1629,5155821.5
1630,3636917.8
1631,4789224.5
1632,4754243.5
1633,7403069.0
1634,5760760.0
1635,7642896.0
1636,5122394.5
1637,4448585.5
1638,3875565.0
1639,4684719.5
1640,5058311.0
1641,3254007.5
1642,5307712.5
1643,4384269.5
1644,3756902.2
1645,5092824.0
1646,5479770.0
1647,4905046.0
1648,1781158.6
1649,4294353.5
1650,4942762.5
1651,4098467.5
1652,3622184.2
1653,3749848.0
1654,3185992.8
1655,3933537.2
1656,4951497.5
1657,4559378.0
1658,4093908.2
1659,5641866.5
1660,3592505.0
1661,3713264.2
1662,4081081.2
1663,4554658.0
